pc,variance,percent
PC1,381.87115209600114,84.32489278117778
PC2,40.586363921227594,8.96229203816629
PC3,15.437885941001227,3.408998217324656
PC4,8.750907294640522,1.932377754403082
PC5,6.210658009397846,1.3714392089281902
